Date,Rainfall_mm,Temp_Max_C,Temp_Min_C,District
1997-01-01,0.0,26.7,14.6,ANANTAPUR
1997-01-02,0.0,27.8,15.6,ANANTAPUR
1997-01-03,0.0,28.7,15.2,ANANTAPUR
1997-01-04,0.0,28.9,17.0,ANANTAPUR
1997-01-05,0.0,28.1,17.0,ANANTAPUR
1997-01-06,0.0,27.7,17.3,ANANTAPUR
1997-01-07,0.0,28.0,15.4,ANANTAPUR
1997-01-08,0.0,26.9,16.2,ANANTAPUR
1997-01-09,0.0,24.4,19.9,ANANTAPUR
1997-01-10,1.6,24.3,19.9,ANANTAPUR
1997-01-11,1.5,27.1,20.0,ANANTAPUR
1997-01-12,0.1,27.0,20.2,ANANTAPUR
1997-01-13,0.7,27.8,19.4,ANANTAPUR
1997-01-14,6.0,28.8,20.1,ANANTAPUR
1997-01-15,0.9,28.2,19.3,ANANTAPUR
1997-01-16,0.7,27.8,18.0,ANANTAPUR
1997-01-17,0.1,27.3,19.5,ANANTAPUR
1997-01-18,0.1,27.8,18.6,ANANTAPUR
1997-01-19,0.0,28.4,18.5,ANANTAPUR
1997-01-20,0.0,31.2,18.0,ANANTAPUR
1997-01-21,0.0,30.6,18.8,ANANTAPUR
1997-01-22,0.0,29.3,15.7,ANANTAPUR
1997-01-23,0.0,28.9,15.5,ANANTAPUR
1997-01-24,0.0,30.2,16.4,ANANTAPUR
1997-01-25,0.0,31.0,16.1,ANANTAPUR
1997-01-26,0.0,30.9,16.3,ANANTAPUR
1997-01-27,0.0,30.6,17.7,ANANTAPUR
1997-01-28,0.0,29.7,17.4,ANANTAPUR
1997-01-29,0.0,29.3,16.3,ANANTAPUR
1997-01-30,0.0,30.7,14.3,ANANTAPUR
1997-01-31,0.0,32.0,15.5,ANANTAPUR
1997-02-01,0.0,32.1,17.1,ANANTAPUR
1997-02-02,0.0,32.9,17.7,ANANTAPUR
1997-02-03,0.0,33.1,18.6,ANANTAPUR
1997-02-04,0.0,32.7,18.0,ANANTAPUR
1997-02-05,0.0,32.8,19.4,ANANTAPUR
1997-02-06,0.0,33.1,19.1,ANANTAPUR
1997-02-07,0.0,33.4,19.5,ANANTAPUR
1997-02-08,0.0,33.9,20.7,ANANTAPUR
1997-02-09,0.0,34.5,20.2,ANANTAPUR
1997-02-10,0.0,33.9,19.0,ANANTAPUR
1997-02-11,0.0,32.5,19.7,ANANTAPUR
1997-02-12,0.0,32.4,20.6,ANANTAPUR
1997-02-13,0.0,31.8,18.6,ANANTAPUR
1997-02-14,0.0,31.7,17.4,ANANTAPUR
1997-02-15,0.0,32.7,15.1,ANANTAPUR
1997-02-16,0.0,34.0,15.7,ANANTAPUR
1997-02-17,0.0,34.4,16.4,ANANTAPUR
1997-02-18,0.0,34.7,16.4,ANANTAPUR
1997-02-19,0.0,34.3,18.4,ANANTAPUR
1997-02-20,0.0,34.3,20.0,ANANTAPUR
1997-02-21,0.0,34.3,19.4,ANANTAPUR
1997-02-22,0.0,34.3,21.3,ANANTAPUR
1997-02-23,0.0,32.8,21.6,ANANTAPUR
1997-02-24,0.0,33.3,21.4,ANANTAPUR
1997-02-25,0.0,34.1,19.8,ANANTAPUR
1997-02-26,0.0,34.7,17.8,ANANTAPUR
1997-02-27,0.0,35.5,18.3,ANANTAPUR
1997-02-28,0.0,35.9,19.7,ANANTAPUR
1997-03-01,0.0,35.4,19.3,ANANTAPUR
1997-03-02,0.0,35.4,21.8,ANANTAPUR
1997-03-03,0.0,35.2,18.8,ANANTAPUR
1997-03-04,0.0,35.4,18.3,ANANTAPUR
1997-03-05,0.0,35.6,17.4,ANANTAPUR
1997-03-06,0.0,35.1,17.5,ANANTAPUR
1997-03-07,0.0,34.6,17.5,ANANTAPUR
1997-03-08,0.0,35.4,18.0,ANANTAPUR
1997-03-09,0.0,36.9,19.2,ANANTAPUR
1997-03-10,0.0,37.4,20.6,ANANTAPUR
1997-03-11,0.0,37.9,21.5,ANANTAPUR
1997-03-12,0.0,37.8,22.2,ANANTAPUR
1997-03-13,0.0,37.1,24.0,ANANTAPUR
1997-03-14,0.0,38.2,25.6,ANANTAPUR
1997-03-15,0.0,37.9,24.9,ANANTAPUR
1997-03-16,0.0,37.9,24.0,ANANTAPUR
1997-03-17,0.0,37.8,24.0,ANANTAPUR
1997-03-18,0.0,38.5,22.9,ANANTAPUR
1997-03-19,0.0,37.6,23.8,ANANTAPUR
1997-03-20,0.4,37.2,26.0,ANANTAPUR
1997-03-21,0.0,38.0,25.5,ANANTAPUR
1997-03-22,0.0,37.8,25.6,ANANTAPUR
1997-03-23,0.0,36.9,25.1,ANANTAPUR
1997-03-24,0.0,36.7,24.8,ANANTAPUR
1997-03-25,0.0,37.1,23.5,ANANTAPUR
1997-03-26,0.0,36.0,23.5,ANANTAPUR
1997-03-27,0.0,35.7,23.5,ANANTAPUR
1997-03-28,0.0,35.8,23.1,ANANTAPUR
1997-03-29,0.0,36.7,23.7,ANANTAPUR
1997-03-30,0.1,35.9,26.0,ANANTAPUR
1997-03-31,0.4,35.6,25.3,ANANTAPUR
1997-04-01,0.0,35.9,25.7,ANANTAPUR
1997-04-02,0.0,36.0,24.5,ANANTAPUR
1997-04-03,0.0,36.4,24.8,ANANTAPUR
1997-04-04,0.0,35.3,24.0,ANANTAPUR
1997-04-05,0.0,34.9,24.2,ANANTAPUR
1997-04-06,0.0,33.8,22.9,ANANTAPUR
1997-04-07,0.0,35.8,23.2,ANANTAPUR
1997-04-08,0.2,35.9,23.9,ANANTAPUR
1997-04-09,0.0,35.7,26.1,ANANTAPUR
1997-04-10,0.0,37.5,24.3,ANANTAPUR
1997-04-11,0.0,37.4,23.4,ANANTAPUR
1997-04-12,0.0,36.3,24.0,ANANTAPUR
1997-04-13,0.0,36.8,25.0,ANANTAPUR
1997-04-14,0.0,37.8,25.2,ANANTAPUR
1997-04-15,0.0,37.6,25.6,ANANTAPUR
1997-04-16,0.0,37.2,25.6,ANANTAPUR
1997-04-17,0.0,36.5,26.2,ANANTAPUR
1997-04-18,6.9,36.9,23.9,ANANTAPUR
1997-04-19,0.1,34.5,23.8,ANANTAPUR
1997-04-20,0.0,36.1,23.1,ANANTAPUR
1997-04-21,0.0,36.3,23.6,ANANTAPUR
1997-04-22,0.0,36.7,23.6,ANANTAPUR
1997-04-23,0.0,37.5,23.4,ANANTAPUR
1997-04-24,0.0,38.3,22.7,ANANTAPUR
1997-04-25,0.0,39.1,23.2,ANANTAPUR
1997-04-26,0.0,38.8,24.4,ANANTAPUR
1997-04-27,0.0,38.5,25.4,ANANTAPUR
1997-04-28,0.0,38.1,26.1,ANANTAPUR
1997-04-29,0.0,37.1,26.4,ANANTAPUR
1997-04-30,1.5,36.8,26.6,ANANTAPUR
1997-05-01,0.1,35.9,25.2,ANANTAPUR
1997-05-02,1.1,37.4,25.7,ANANTAPUR
1997-05-03,1.3,34.5,26.1,ANANTAPUR
1997-05-04,0.6,37.0,25.8,ANANTAPUR
1997-05-05,0.1,36.2,26.7,ANANTAPUR
1997-05-06,0.9,35.3,25.1,ANANTAPUR
1997-05-07,0.1,36.0,25.4,ANANTAPUR
1997-05-08,0.0,36.6,26.8,ANANTAPUR
1997-05-09,0.0,38.0,27.2,ANANTAPUR
1997-05-10,0.0,38.5,27.3,ANANTAPUR
1997-05-11,0.2,38.3,28.1,ANANTAPUR
1997-05-12,0.0,39.4,27.1,ANANTAPUR
1997-05-13,0.5,39.2,28.4,ANANTAPUR
1997-05-14,4.1,39.2,27.2,ANANTAPUR
1997-05-15,0.0,38.6,26.5,ANANTAPUR
1997-05-16,0.3,39.5,26.7,ANANTAPUR
1997-05-17,0.0,39.2,26.4,ANANTAPUR
1997-05-18,0.0,39.9,26.0,ANANTAPUR
1997-05-19,0.0,39.0,25.1,ANANTAPUR
1997-05-20,0.0,38.9,25.0,ANANTAPUR
1997-05-21,0.0,38.5,25.3,ANANTAPUR
1997-05-22,0.0,38.7,26.1,ANANTAPUR
1997-05-23,0.0,38.7,26.7,ANANTAPUR
1997-05-24,1.2,39.5,27.1,ANANTAPUR
1997-05-25,0.0,39.6,26.8,ANANTAPUR
1997-05-26,0.0,40.1,26.6,ANANTAPUR
1997-05-27,0.0,39.6,26.2,ANANTAPUR
1997-05-28,0.0,40.1,26.2,ANANTAPUR
1997-05-29,0.0,39.3,26.2,ANANTAPUR
1997-05-30,0.0,39.5,25.3,ANANTAPUR
1997-05-31,0.0,39.6,26.2,ANANTAPUR
1997-06-01,0.0,38.8,26.6,ANANTAPUR
1997-06-02,0.0,38.8,25.8,ANANTAPUR
1997-06-03,0.0,37.9,26.9,ANANTAPUR
1997-06-04,0.2,37.3,27.7,ANANTAPUR
1997-06-05,10.3,37.3,25.7,ANANTAPUR
1997-06-06,3.9,33.0,25.9,ANANTAPUR
1997-06-07,0.6,36.0,26.1,ANANTAPUR
1997-06-08,10.8,35.7,25.3,ANANTAPUR
1997-06-09,0.6,34.3,25.3,ANANTAPUR
1997-06-10,0.0,34.7,24.9,ANANTAPUR
1997-06-11,0.0,35.2,24.9,ANANTAPUR
1997-06-12,0.4,34.9,25.3,ANANTAPUR
1997-06-13,6.5,32.2,24.5,ANANTAPUR
1997-06-14,2.3,32.6,24.2,ANANTAPUR
1997-06-15,0.7,34.2,23.8,ANANTAPUR
1997-06-16,0.1,35.5,23.8,ANANTAPUR
1997-06-17,0.0,36.9,24.9,ANANTAPUR
1997-06-18,1.4,34.8,25.1,ANANTAPUR
1997-06-19,0.0,34.7,24.3,ANANTAPUR
1997-06-20,0.0,35.3,25.0,ANANTAPUR
1997-06-21,0.1,36.5,25.1,ANANTAPUR
1997-06-22,2.2,36.0,25.2,ANANTAPUR
1997-06-23,0.3,35.0,24.8,ANANTAPUR
1997-06-24,0.8,35.5,25.2,ANANTAPUR
1997-06-25,0.0,34.6,25.3,ANANTAPUR
1997-06-26,0.3,34.8,25.3,ANANTAPUR
1997-06-27,0.4,34.0,24.5,ANANTAPUR
1997-06-28,0.2,34.3,25.2,ANANTAPUR
1997-06-29,0.4,34.5,25.2,ANANTAPUR
1997-06-30,0.5,33.5,24.5,ANANTAPUR
1997-07-01,9.6,30.1,24.3,ANANTAPUR
1997-07-02,17.1,29.2,23.6,ANANTAPUR
1997-07-03,0.0,29.4,24.5,ANANTAPUR
1997-07-04,3.9,27.6,23.6,ANANTAPUR
1997-07-05,0.8,32.2,23.2,ANANTAPUR
1997-07-06,0.0,32.3,23.9,ANANTAPUR
1997-07-07,0.3,30.9,24.4,ANANTAPUR
1997-07-08,0.0,31.4,24.5,ANANTAPUR
1997-07-09,0.3,33.4,24.3,ANANTAPUR
1997-07-10,0.1,31.9,24.9,ANANTAPUR
1997-07-11,0.0,31.6,25.3,ANANTAPUR
1997-07-12,2.5,33.1,24.4,ANANTAPUR
1997-07-13,1.6,33.6,24.4,ANANTAPUR
1997-07-14,0.4,33.7,24.5,ANANTAPUR
1997-07-15,0.0,33.7,24.5,ANANTAPUR
1997-07-16,0.1,34.4,24.4,ANANTAPUR
1997-07-17,0.2,34.1,24.0,ANANTAPUR
1997-07-18,0.5,34.7,24.6,ANANTAPUR
1997-07-19,0.1,35.4,24.4,ANANTAPUR
1997-07-20,0.3,35.5,24.8,ANANTAPUR
1997-07-21,0.5,35.5,24.6,ANANTAPUR
1997-07-22,5.0,35.8,24.6,ANANTAPUR
1997-07-23,0.5,35.4,24.8,ANANTAPUR
1997-07-24,1.7,34.4,24.9,ANANTAPUR
1997-07-25,4.2,32.8,24.8,ANANTAPUR
1997-07-26,0.1,32.4,24.5,ANANTAPUR
1997-07-27,0.0,32.9,24.7,ANANTAPUR
1997-07-28,0.0,32.5,24.4,ANANTAPUR
1997-07-29,1.4,32.8,24.4,ANANTAPUR
1997-07-30,0.3,31.9,24.6,ANANTAPUR
1997-07-31,4.7,29.8,24.2,ANANTAPUR
1997-08-01,0.0,29.7,24.6,ANANTAPUR
1997-08-02,0.0,32.5,24.8,ANANTAPUR
1997-08-03,0.2,31.9,24.2,ANANTAPUR
1997-08-04,0.2,33.0,23.8,ANANTAPUR
1997-08-05,0.1,32.2,23.9,ANANTAPUR
1997-08-06,0.2,31.4,24.0,ANANTAPUR
1997-08-07,0.3,32.3,24.2,ANANTAPUR
1997-08-08,0.0,33.3,23.8,ANANTAPUR
1997-08-09,2.0,33.4,23.6,ANANTAPUR
1997-08-10,7.7,31.8,22.9,ANANTAPUR
1997-08-11,3.2,32.5,23.1,ANANTAPUR
1997-08-12,5.0,32.0,23.5,ANANTAPUR
1997-08-13,0.8,32.4,23.3,ANANTAPUR
1997-08-14,0.0,32.5,23.3,ANANTAPUR
1997-08-15,0.9,32.5,23.6,ANANTAPUR
1997-08-16,1.9,31.8,23.4,ANANTAPUR
1997-08-17,3.2,32.2,24.0,ANANTAPUR
1997-08-18,0.1,32.4,23.3,ANANTAPUR
1997-08-19,0.1,33.2,23.6,ANANTAPUR
1997-08-20,0.0,32.8,24.1,ANANTAPUR
1997-08-21,0.3,32.5,24.5,ANANTAPUR
1997-08-22,0.5,33.1,24.7,ANANTAPUR
1997-08-23,0.2,33.4,24.7,ANANTAPUR
1997-08-24,0.0,33.5,23.9,ANANTAPUR
1997-08-25,0.0,33.0,23.3,ANANTAPUR
1997-08-26,1.3,32.3,24.6,ANANTAPUR
1997-08-27,4.0,31.7,23.8,ANANTAPUR
1997-08-28,0.3,32.2,23.7,ANANTAPUR
1997-08-29,0.0,32.3,23.6,ANANTAPUR
1997-08-30,0.0,33.6,23.3,ANANTAPUR
1997-08-31,0.1,34.3,23.1,ANANTAPUR
1997-09-01,0.0,34.5,23.0,ANANTAPUR
1997-09-02,0.0,35.3,22.8,ANANTAPUR
1997-09-03,0.0,34.8,23.5,ANANTAPUR
1997-09-04,0.0,35.4,24.2,ANANTAPUR
1997-09-05,0.3,34.6,24.3,ANANTAPUR
1997-09-06,0.5,33.4,25.2,ANANTAPUR
1997-09-07,3.6,33.4,24.9,ANANTAPUR
1997-09-08,4.5,31.3,24.5,ANANTAPUR
1997-09-09,0.0,32.3,24.0,ANANTAPUR
1997-09-10,7.8,32.9,24.0,ANANTAPUR
1997-09-11,5.8,30.0,23.9,ANANTAPUR
1997-09-12,0.3,31.5,24.0,ANANTAPUR
1997-09-13,4.5,33.4,23.5,ANANTAPUR
1997-09-14,0.8,29.9,24.6,ANANTAPUR
1997-09-15,0.0,33.3,23.5,ANANTAPUR
1997-09-16,0.0,33.7,23.7,ANANTAPUR
1997-09-17,0.0,33.5,23.8,ANANTAPUR
1997-09-18,0.0,35.2,23.7,ANANTAPUR
1997-09-19,0.0,34.6,24.1,ANANTAPUR
1997-09-20,0.0,34.2,24.2,ANANTAPUR
1997-09-21,3.3,34.6,24.7,ANANTAPUR
1997-09-22,0.9,31.4,24.7,ANANTAPUR
1997-09-23,4.2,31.0,24.2,ANANTAPUR
1997-09-24,4.3,30.6,23.1,ANANTAPUR
1997-09-25,0.5,32.8,23.9,ANANTAPUR
1997-09-26,0.0,33.0,23.8,ANANTAPUR
1997-09-27,0.0,33.3,23.3,ANANTAPUR
1997-09-28,0.0,34.3,23.5,ANANTAPUR
1997-09-29,6.6,33.9,24.6,ANANTAPUR
1997-09-30,9.9,30.8,23.5,ANANTAPUR
1997-10-01,16.4,27.9,23.2,ANANTAPUR
1997-10-02,0.1,30.7,22.5,ANANTAPUR
1997-10-03,0.0,32.0,22.0,ANANTAPUR
1997-10-04,0.0,32.4,20.3,ANANTAPUR
1997-10-05,0.0,32.2,21.6,ANANTAPUR
1997-10-06,0.0,32.9,22.7,ANANTAPUR
1997-10-07,0.0,32.2,23.4,ANANTAPUR
1997-10-08,0.0,33.0,22.9,ANANTAPUR
1997-10-09,0.0,33.0,22.0,ANANTAPUR
1997-10-10,0.0,32.1,21.2,ANANTAPUR
1997-10-11,0.0,33.0,21.3,ANANTAPUR
1997-10-12,0.0,33.3,20.8,ANANTAPUR
1997-10-13,0.1,32.8,22.5,ANANTAPUR
1997-10-14,0.4,33.7,22.4,ANANTAPUR
1997-10-15,0.2,33.0,23.2,ANANTAPUR
1997-10-16,0.0,33.1,22.7,ANANTAPUR
1997-10-17,0.2,31.7,22.2,ANANTAPUR
1997-10-18,0.0,32.5,22.5,ANANTAPUR
1997-10-19,0.2,32.7,22.1,ANANTAPUR
1997-10-20,0.0,32.4,21.0,ANANTAPUR
1997-10-21,0.0,33.5,21.1,ANANTAPUR
1997-10-22,0.0,33.2,20.9,ANANTAPUR
1997-10-23,0.3,29.8,23.7,ANANTAPUR
1997-10-24,3.3,31.0,22.6,ANANTAPUR
1997-10-25,1.0,32.5,22.8,ANANTAPUR
1997-10-26,0.6,31.8,23.0,ANANTAPUR
1997-10-27,0.5,31.2,22.4,ANANTAPUR
1997-10-28,8.1,31.6,22.8,ANANTAPUR
1997-10-29,7.2,30.7,22.5,ANANTAPUR
1997-10-30,0.8,30.2,22.4,ANANTAPUR
1997-10-31,0.6,30.2,22.3,ANANTAPUR
1997-11-01,0.0,29.3,21.4,ANANTAPUR
1997-11-02,2.2,29.9,21.3,ANANTAPUR
1997-11-03,12.0,28.0,22.4,ANANTAPUR
1997-11-04,0.0,28.9,22.4,ANANTAPUR
1997-11-05,0.2,28.6,21.5,ANANTAPUR
1997-11-06,0.0,29.4,20.5,ANANTAPUR
1997-11-07,0.5,28.6,20.2,ANANTAPUR
1997-11-08,1.4,29.1,21.9,ANANTAPUR
1997-11-09,0.0,30.6,22.2,ANANTAPUR
1997-11-10,0.0,31.5,20.9,ANANTAPUR
1997-11-11,0.0,30.7,22.3,ANANTAPUR
1997-11-12,0.2,31.6,23.7,ANANTAPUR
1997-11-13,0.0,31.4,22.1,ANANTAPUR
1997-11-14,0.0,32.1,20.9,ANANTAPUR
1997-11-15,0.2,30.6,20.8,ANANTAPUR
1997-11-16,1.0,29.8,22.0,ANANTAPUR
1997-11-17,1.3,27.8,22.5,ANANTAPUR
1997-11-18,1.0,28.7,22.5,ANANTAPUR
1997-11-19,1.8,29.9,21.8,ANANTAPUR
1997-11-20,0.4,29.9,22.0,ANANTAPUR
1997-11-21,0.7,30.3,22.6,ANANTAPUR
1997-11-22,1.4,29.7,22.4,ANANTAPUR
1997-11-23,4.5,29.5,22.8,ANANTAPUR
1997-11-24,2.3,30.0,22.1,ANANTAPUR
1997-11-25,0.5,30.9,21.9,ANANTAPUR
1997-11-26,0.0,29.8,22.3,ANANTAPUR
1997-11-27,3.2,29.5,22.4,ANANTAPUR
1997-11-28,7.5,28.4,22.2,ANANTAPUR
1997-11-29,0.3,29.3,21.9,ANANTAPUR
1997-11-30,0.6,29.7,22.3,ANANTAPUR
1997-12-01,0.0,30.3,22.3,ANANTAPUR
1997-12-02,0.0,30.2,19.8,ANANTAPUR
1997-12-03,0.0,29.6,17.9,ANANTAPUR
1997-12-04,0.0,28.5,20.0,ANANTAPUR
1997-12-05,0.6,29.3,21.9,ANANTAPUR
1997-12-06,1.1,28.2,22.1,ANANTAPUR
1997-12-07,4.9,26.5,21.9,ANANTAPUR
1997-12-08,1.5,27.0,21.7,ANANTAPUR
1997-12-09,6.2,28.6,20.8,ANANTAPUR
1997-12-10,0.0,29.3,20.4,ANANTAPUR
1997-12-11,0.1,28.2,18.5,ANANTAPUR
1997-12-12,0.2,29.3,19.2,ANANTAPUR
1997-12-13,0.0,30.3,22.4,ANANTAPUR
1997-12-14,0.2,30.2,21.8,ANANTAPUR
1997-12-15,3.0,28.8,21.9,ANANTAPUR
1997-12-16,0.6,29.4,22.3,ANANTAPUR
1997-12-17,0.9,29.4,22.5,ANANTAPUR
1997-12-18,0.7,29.5,22.2,ANANTAPUR
1997-12-19,0.6,28.9,22.5,ANANTAPUR
1997-12-20,0.1,29.4,22.3,ANANTAPUR
1997-12-21,0.0,29.1,21.8,ANANTAPUR
1997-12-22,0.4,29.8,21.5,ANANTAPUR
1997-12-23,0.0,30.8,22.5,ANANTAPUR
1997-12-24,0.0,31.4,21.3,ANANTAPUR
1997-12-25,0.0,31.2,20.8,ANANTAPUR
1997-12-26,0.0,30.5,20.4,ANANTAPUR
1997-12-27,0.0,31.0,20.2,ANANTAPUR
1997-12-28,0.0,30.1,19.5,ANANTAPUR
1997-12-29,0.0,30.1,20.7,ANANTAPUR
1997-12-30,0.0,30.2,17.7,ANANTAPUR
1997-12-31,0.0,29.8,18.3,ANANTAPUR
1998-01-01,0.0,29.8,17.8,ANANTAPUR
1998-01-02,0.0,30.2,20.4,ANANTAPUR
1998-01-03,0.2,28.5,20.1,ANANTAPUR
1998-01-04,0.0,29.2,21.4,ANANTAPUR
1998-01-05,0.0,29.6,20.1,ANANTAPUR
1998-01-06,0.0,30.6,19.2,ANANTAPUR
1998-01-07,0.0,29.9,17.9,ANANTAPUR
1998-01-08,0.0,30.2,17.2,ANANTAPUR
1998-01-09,0.0,30.5,17.0,ANANTAPUR
1998-01-10,0.0,30.8,17.7,ANANTAPUR
1998-01-11,0.0,30.6,18.2,ANANTAPUR
1998-01-12,0.0,31.0,18.0,ANANTAPUR
1998-01-13,0.0,31.7,18.7,ANANTAPUR
1998-01-14,0.0,33.3,19.3,ANANTAPUR
1998-01-15,0.0,33.7,19.8,ANANTAPUR
1998-01-16,0.0,34.2,19.8,ANANTAPUR
1998-01-17,0.0,34.6,20.5,ANANTAPUR
1998-01-18,0.0,33.1,20.1,ANANTAPUR
1998-01-19,0.0,33.6,20.9,ANANTAPUR
1998-01-20,0.0,33.1,22.1,ANANTAPUR
1998-01-21,0.0,33.3,22.2,ANANTAPUR
1998-01-22,0.0,33.7,21.7,ANANTAPUR
1998-01-23,0.3,32.9,22.8,ANANTAPUR
1998-01-24,0.1,31.0,23.0,ANANTAPUR
1998-01-25,0.0,32.8,22.8,ANANTAPUR
1998-01-26,0.0,32.1,22.5,ANANTAPUR
1998-01-27,0.0,32.6,21.5,ANANTAPUR
1998-01-28,0.0,32.6,21.9,ANANTAPUR
1998-01-29,0.0,32.9,21.3,ANANTAPUR
1998-01-30,0.0,32.8,21.8,ANANTAPUR
1998-01-31,0.0,32.6,22.3,ANANTAPUR
1998-02-01,0.0,33.1,21.0,ANANTAPUR
1998-02-02,0.0,33.3,19.8,ANANTAPUR
1998-02-03,0.0,33.6,20.5,ANANTAPUR
1998-02-04,0.0,34.0,20.7,ANANTAPUR
1998-02-05,0.0,34.0,19.9,ANANTAPUR
1998-02-06,0.0,34.8,20.3,ANANTAPUR
1998-02-07,0.0,33.7,21.9,ANANTAPUR
1998-02-08,0.0,33.1,21.7,ANANTAPUR
1998-02-09,0.7,30.6,22.1,ANANTAPUR
1998-02-10,0.0,30.8,20.7,ANANTAPUR
1998-02-11,0.0,31.5,20.1,ANANTAPUR
1998-02-12,0.0,32.2,19.0,ANANTAPUR
1998-02-13,0.0,32.2,18.4,ANANTAPUR
1998-02-14,0.0,32.6,19.0,ANANTAPUR
1998-02-15,0.0,33.8,19.3,ANANTAPUR
1998-02-16,0.0,34.5,20.9,ANANTAPUR
1998-02-17,0.0,33.9,22.6,ANANTAPUR
1998-02-18,0.0,34.0,24.6,ANANTAPUR
1998-02-19,0.0,34.5,20.0,ANANTAPUR
1998-02-20,0.0,36.1,19.6,ANANTAPUR
1998-02-21,0.0,35.6,20.5,ANANTAPUR
1998-02-22,0.0,34.6,19.0,ANANTAPUR
1998-02-23,0.0,36.8,21.5,ANANTAPUR
1998-02-24,0.0,35.4,23.8,ANANTAPUR
1998-02-25,0.0,36.6,24.2,ANANTAPUR
1998-02-26,0.0,37.1,25.0,ANANTAPUR
1998-02-27,0.0,36.9,24.8,ANANTAPUR
1998-02-28,0.0,37.7,23.3,ANANTAPUR
1998-03-01,0.0,37.3,23.9,ANANTAPUR
1998-03-02,0.0,37.4,24.9,ANANTAPUR
1998-03-03,0.0,35.4,24.3,ANANTAPUR
1998-03-04,0.0,36.2,22.7,ANANTAPUR
1998-03-05,0.0,35.4,22.3,ANANTAPUR
1998-03-06,0.0,37.1,23.4,ANANTAPUR
1998-03-07,0.0,37.2,25.0,ANANTAPUR
1998-03-08,0.0,37.2,23.9,ANANTAPUR
1998-03-09,0.0,36.4,21.9,ANANTAPUR
1998-03-10,0.0,37.7,21.9,ANANTAPUR
1998-03-11,0.0,38.2,25.5,ANANTAPUR
1998-03-12,0.0,37.4,25.8,ANANTAPUR
1998-03-13,0.0,37.2,25.3,ANANTAPUR
1998-03-14,0.0,37.2,24.8,ANANTAPUR
1998-03-15,0.0,36.4,24.7,ANANTAPUR
1998-03-16,0.0,36.4,24.6,ANANTAPUR
1998-03-17,0.0,36.4,21.5,ANANTAPUR
1998-03-18,0.0,37.2,22.3,ANANTAPUR
1998-03-19,0.0,36.1,21.9,ANANTAPUR
1998-03-20,0.0,38.1,23.0,ANANTAPUR
1998-03-21,0.0,38.6,22.7,ANANTAPUR
1998-03-22,0.0,38.4,24.2,ANANTAPUR
1998-03-23,0.0,39.8,25.5,ANANTAPUR
1998-03-24,0.0,40.1,26.2,ANANTAPUR
1998-03-25,0.0,40.8,27.4,ANANTAPUR
1998-03-26,0.0,38.0,26.9,ANANTAPUR
1998-03-27,0.0,37.9,26.3,ANANTAPUR
1998-03-28,0.0,37.8,24.9,ANANTAPUR
1998-03-29,0.0,37.6,25.6,ANANTAPUR
1998-03-30,0.0,37.9,26.8,ANANTAPUR
1998-03-31,0.0,38.3,26.3,ANANTAPUR
1998-04-01,0.1,36.6,26.9,ANANTAPUR
1998-04-02,0.0,38.2,25.9,ANANTAPUR
1998-04-03,0.0,38.7,25.6,ANANTAPUR
1998-04-04,0.0,39.5,24.9,ANANTAPUR
1998-04-05,0.0,39.4,24.5,ANANTAPUR
1998-04-06,0.0,39.2,24.3,ANANTAPUR
1998-04-07,0.0,38.8,25.9,ANANTAPUR
1998-04-08,0.0,39.7,27.5,ANANTAPUR
1998-04-09,0.0,38.9,28.6,ANANTAPUR
1998-04-10,0.0,39.1,27.6,ANANTAPUR
1998-04-11,0.0,39.4,27.3,ANANTAPUR
1998-04-12,0.0,40.1,25.3,ANANTAPUR
1998-04-13,0.0,39.9,26.0,ANANTAPUR
1998-04-14,0.0,39.2,28.5,ANANTAPUR
1998-04-15,0.0,39.6,27.9,ANANTAPUR
1998-04-16,0.0,40.1,27.8,ANANTAPUR
1998-04-17,0.0,39.3,27.5,ANANTAPUR
1998-04-18,0.0,40.8,29.1,ANANTAPUR
1998-04-19,0.0,40.4,29.6,ANANTAPUR
1998-04-20,0.0,40.9,29.1,ANANTAPUR
1998-04-21,0.0,41.8,30.3,ANANTAPUR
1998-04-22,0.0,41.8,29.4,ANANTAPUR
1998-04-23,0.0,40.9,28.5,ANANTAPUR
1998-04-24,0.3,40.3,28.6,ANANTAPUR
1998-04-25,1.6,37.5,29.4,ANANTAPUR
1998-04-26,2.2,38.0,26.9,ANANTAPUR
1998-04-27,0.0,38.6,27.5,ANANTAPUR
1998-04-28,0.6,37.7,28.1,ANANTAPUR
1998-04-29,0.6,37.9,26.5,ANANTAPUR
1998-04-30,0.0,39.4,28.1,ANANTAPUR
1998-05-01,0.4,38.9,28.4,ANANTAPUR
1998-05-02,0.0,38.9,27.8,ANANTAPUR
1998-05-03,0.0,40.1,27.7,ANANTAPUR
1998-05-04,0.0,40.3,26.5,ANANTAPUR
1998-05-05,0.0,39.4,28.3,ANANTAPUR
1998-05-06,0.0,39.8,28.3,ANANTAPUR
1998-05-07,0.0,39.9,28.4,ANANTAPUR
1998-05-08,0.0,39.6,27.1,ANANTAPUR
1998-05-09,0.0,39.3,27.9,ANANTAPUR
1998-05-10,0.0,37.7,28.0,ANANTAPUR
1998-05-11,0.5,32.8,28.2,ANANTAPUR
1998-05-12,4.4,37.2,27.4,ANANTAPUR
1998-05-13,0.0,37.8,27.7,ANANTAPUR
