Date,Rainfall_mm,Temp_Max_C,Temp_Min_C,District
2000-12-11,0.0,30.0,15.2,KURNOOL
2000-12-12,0.0,31.0,16.2,KURNOOL
2000-12-13,0.0,31.4,17.5,KURNOOL
2000-12-14,0.0,31.1,17.1,KURNOOL
2000-12-15,0.0,30.6,17.0,KURNOOL
2000-12-16,0.0,29.8,17.0,KURNOOL
2000-12-17,0.0,29.7,16.4,KURNOOL
2000-12-18,0.0,29.1,16.7,KURNOOL
2000-12-19,0.0,30.3,15.4,KURNOOL
2000-12-20,0.0,30.6,17.0,KURNOOL
2000-12-21,0.0,30.4,15.8,KURNOOL
2000-12-22,0.0,30.2,16.8,KURNOOL
2000-12-23,0.0,30.6,15.9,KURNOOL
2000-12-24,0.0,30.2,17.5,KURNOOL
2000-12-25,0.0,30.7,17.1,KURNOOL
2000-12-26,0.0,30.7,15.9,KURNOOL
2000-12-27,0.0,29.7,15.6,KURNOOL
2000-12-28,0.0,29.5,16.6,KURNOOL
2000-12-29,0.0,30.1,17.3,KURNOOL
2000-12-30,0.0,29.6,19.5,KURNOOL
2000-12-31,0.5,28.9,21.1,KURNOOL
2001-01-01,0.7,29.4,21.0,KURNOOL
2001-01-02,1.3,28.6,21.4,KURNOOL
2001-01-03,0.4,28.3,21.6,KURNOOL
2001-01-04,0.0,28.4,19.5,KURNOOL
2001-01-05,0.0,30.0,18.9,KURNOOL
2001-01-06,0.0,29.8,17.1,KURNOOL
2001-01-07,0.0,30.1,16.4,KURNOOL
2001-01-08,0.0,30.3,17.5,KURNOOL
2001-01-09,0.0,31.3,17.7,KURNOOL
2001-01-10,0.0,31.6,18.4,KURNOOL
2001-01-11,0.0,31.6,19.2,KURNOOL
2001-01-12,0.0,31.4,19.5,KURNOOL
2001-01-13,0.0,31.3,20.4,KURNOOL
2001-01-14,0.0,32.6,19.1,KURNOOL
2001-01-15,0.0,32.3,19.3,KURNOOL
2001-01-16,0.0,31.3,19.1,KURNOOL
2001-01-17,0.0,30.8,19.6,KURNOOL
2001-01-18,0.0,30.5,17.5,KURNOOL
2001-01-19,0.0,32.0,17.9,KURNOOL
2001-01-20,0.0,31.4,18.8,KURNOOL
2001-01-21,0.0,31.3,17.2,KURNOOL
2001-01-22,0.0,31.0,16.5,KURNOOL
2001-01-23,0.0,32.1,16.3,KURNOOL
2001-01-24,0.0,33.0,18.0,KURNOOL
2001-01-25,0.0,32.2,17.3,KURNOOL
2001-01-26,0.0,32.0,16.6,KURNOOL
2001-01-27,0.0,31.4,16.3,KURNOOL
2001-01-28,0.0,30.5,17.2,KURNOOL
2001-01-29,0.0,30.3,17.7,KURNOOL
2001-01-30,0.0,31.4,16.8,KURNOOL
2001-01-31,0.0,31.8,16.6,KURNOOL
2001-02-01,0.0,32.3,16.5,KURNOOL
2001-02-02,0.0,33.5,17.4,KURNOOL
2001-02-03,0.0,34.1,19.2,KURNOOL
2001-02-04,0.0,34.1,20.8,KURNOOL
2001-02-05,0.0,33.6,20.9,KURNOOL
2001-02-06,0.0,34.5,21.1,KURNOOL
2001-02-07,0.0,35.6,21.2,KURNOOL
2001-02-08,0.0,34.6,20.1,KURNOOL
2001-02-09,0.0,34.4,18.9,KURNOOL
2001-02-10,0.0,35.2,19.0,KURNOOL
2001-02-11,0.0,35.3,17.1,KURNOOL
2001-02-12,0.0,35.6,18.0,KURNOOL
2001-02-13,0.0,34.1,19.4,KURNOOL
2001-02-14,0.0,34.1,20.2,KURNOOL
2001-02-15,0.0,33.7,19.0,KURNOOL
2001-02-16,0.0,33.7,19.3,KURNOOL
2001-02-17,0.0,34.3,20.0,KURNOOL
2001-02-18,0.0,34.5,20.4,KURNOOL
2001-02-19,0.0,35.4,22.0,KURNOOL
2001-02-20,0.0,36.0,23.3,KURNOOL
2001-02-21,0.0,36.5,23.6,KURNOOL
2001-02-22,0.0,36.5,23.1,KURNOOL
2001-02-23,0.0,36.4,22.1,KURNOOL
2001-02-24,0.0,37.0,20.3,KURNOOL
2001-02-25,0.0,37.6,20.7,KURNOOL
2001-02-26,0.0,37.1,21.7,KURNOOL
2001-02-27,0.0,37.1,20.5,KURNOOL
2001-02-28,0.0,36.2,22.5,KURNOOL
2001-03-01,0.0,34.8,21.4,KURNOOL
2001-03-02,0.0,34.9,20.3,KURNOOL
2001-03-03,0.0,34.5,19.4,KURNOOL
2001-03-04,0.0,35.2,21.4,KURNOOL
2001-03-05,0.0,35.5,22.1,KURNOOL
2001-03-06,0.0,34.5,23.1,KURNOOL
2001-03-07,0.0,34.7,23.0,KURNOOL
2001-03-08,0.0,34.7,22.7,KURNOOL
2001-03-09,0.0,35.3,22.9,KURNOOL
2001-03-10,0.0,35.8,23.1,KURNOOL
2001-03-11,0.3,34.5,23.1,KURNOOL
2001-03-12,0.3,33.8,23.6,KURNOOL
2001-03-13,0.1,34.0,23.7,KURNOOL
2001-03-14,0.0,34.4,23.0,KURNOOL
2001-03-15,0.0,36.6,23.9,KURNOOL
2001-03-16,0.0,37.4,24.1,KURNOOL
2001-03-17,0.0,37.6,25.5,KURNOOL
2001-03-18,0.0,36.8,24.8,KURNOOL
2001-03-19,0.0,37.3,24.2,KURNOOL
2001-03-20,0.0,38.4,25.4,KURNOOL
2001-03-21,0.0,37.5,26.5,KURNOOL
2001-03-22,0.0,37.7,27.0,KURNOOL
2001-03-23,0.0,38.8,26.1,KURNOOL
2001-03-24,0.0,39.1,25.9,KURNOOL
2001-03-25,0.0,38.8,25.7,KURNOOL
2001-03-26,0.0,38.9,24.4,KURNOOL
2001-03-27,0.0,39.0,24.4,KURNOOL
2001-03-28,0.0,39.3,23.9,KURNOOL
2001-03-29,0.0,39.1,25.9,KURNOOL
2001-03-30,0.0,38.8,27.9,KURNOOL
2001-03-31,0.0,37.4,24.4,KURNOOL
2001-04-01,0.0,37.4,25.9,KURNOOL
2001-04-02,0.1,37.0,27.0,KURNOOL
2001-04-03,0.2,37.7,26.6,KURNOOL
2001-04-04,0.0,37.9,24.7,KURNOOL
2001-04-05,0.0,38.0,24.9,KURNOOL
2001-04-06,0.0,38.7,24.4,KURNOOL
2001-04-07,0.0,39.7,24.7,KURNOOL
2001-04-08,0.0,39.9,26.0,KURNOOL
2001-04-09,0.0,38.4,27.0,KURNOOL
2001-04-10,0.0,39.1,26.9,KURNOOL
2001-04-11,0.0,37.9,26.3,KURNOOL
2001-04-12,1.8,35.5,25.4,KURNOOL
2001-04-13,7.6,30.3,23.2,KURNOOL
2001-04-14,0.1,33.7,22.8,KURNOOL
2001-04-15,0.9,34.7,24.1,KURNOOL
2001-04-16,2.0,35.4,25.7,KURNOOL
2001-04-17,3.0,34.7,24.5,KURNOOL
2001-04-18,0.0,36.4,24.8,KURNOOL
2001-04-19,0.0,37.2,26.3,KURNOOL
2001-04-20,0.0,38.8,26.6,KURNOOL
2001-04-21,0.0,38.3,27.0,KURNOOL
2001-04-22,0.0,38.0,28.2,KURNOOL
2001-04-23,0.0,39.2,27.2,KURNOOL
2001-04-24,0.0,40.1,26.8,KURNOOL
2001-04-25,0.0,41.0,26.0,KURNOOL
2001-04-26,0.0,40.3,26.6,KURNOOL
2001-04-27,0.0,41.3,26.8,KURNOOL
2001-04-28,0.0,40.8,27.2,KURNOOL
2001-04-29,0.0,41.3,27.9,KURNOOL
2001-04-30,0.0,41.7,29.2,KURNOOL
2001-05-01,0.0,41.8,28.3,KURNOOL
2001-05-02,0.0,41.4,28.7,KURNOOL
2001-05-03,0.7,40.7,29.9,KURNOOL
2001-05-04,0.0,41.0,29.7,KURNOOL
2001-05-05,0.0,41.7,29.6,KURNOOL
2001-05-06,0.0,42.0,28.5,KURNOOL
2001-05-07,0.0,41.3,29.2,KURNOOL
2001-05-08,0.0,42.0,28.6,KURNOOL
2001-05-09,0.0,42.9,29.8,KURNOOL
2001-05-10,0.0,41.9,29.8,KURNOOL
2001-05-11,0.0,42.2,29.7,KURNOOL
2001-05-12,0.0,42.4,30.1,KURNOOL
2001-05-13,0.0,41.7,28.6,KURNOOL
2001-05-14,0.0,40.6,27.9,KURNOOL
2001-05-15,0.6,40.5,29.4,KURNOOL
2001-05-16,0.6,40.2,29.8,KURNOOL
2001-05-17,0.0,39.4,29.6,KURNOOL
2001-05-18,0.0,38.8,28.2,KURNOOL
2001-05-19,0.0,39.0,28.0,KURNOOL
2001-05-20,0.7,38.3,28.2,KURNOOL
2001-05-21,3.5,38.2,27.6,KURNOOL
2001-05-22,0.7,38.6,27.1,KURNOOL
2001-05-23,0.8,38.1,27.5,KURNOOL
2001-05-24,0.0,37.0,27.0,KURNOOL
2001-05-25,0.0,36.7,25.9,KURNOOL
2001-05-26,0.0,37.8,26.1,KURNOOL
2001-05-27,0.1,38.0,26.3,KURNOOL
2001-05-28,0.0,38.0,26.5,KURNOOL
2001-05-29,0.0,38.0,26.0,KURNOOL
2001-05-30,0.0,38.0,26.2,KURNOOL
2001-05-31,0.0,38.3,27.1,KURNOOL
2001-06-01,0.0,38.7,28.4,KURNOOL
2001-06-02,0.1,38.7,28.4,KURNOOL
2001-06-03,1.5,35.6,26.7,KURNOOL
2001-06-04,7.0,33.6,25.5,KURNOOL
2001-06-05,0.0,35.3,26.7,KURNOOL
2001-06-06,3.7,35.0,25.9,KURNOOL
2001-06-07,7.9,32.1,25.1,KURNOOL
2001-06-08,0.5,34.2,25.5,KURNOOL
2001-06-09,0.0,34.2,25.5,KURNOOL
2001-06-10,0.1,34.8,25.1,KURNOOL
2001-06-11,5.3,33.8,24.9,KURNOOL
2001-06-12,0.5,31.3,24.8,KURNOOL
2001-06-13,0.7,31.1,25.3,KURNOOL
2001-06-14,0.1,31.2,24.6,KURNOOL
2001-06-15,0.0,34.3,24.6,KURNOOL
2001-06-16,0.0,34.7,24.3,KURNOOL
2001-06-17,0.0,35.0,24.9,KURNOOL
2001-06-18,0.2,34.6,25.1,KURNOOL
2001-06-19,0.0,35.6,25.8,KURNOOL
2001-06-20,1.0,35.8,25.9,KURNOOL
2001-06-21,0.2,35.2,25.7,KURNOOL
2001-06-22,0.0,36.1,25.1,KURNOOL
2001-06-23,0.1,36.2,25.5,KURNOOL
2001-06-24,0.0,36.7,26.1,KURNOOL
2001-06-25,0.1,37.2,26.2,KURNOOL
2001-06-26,0.6,37.2,26.0,KURNOOL
2001-06-27,0.0,36.4,25.8,KURNOOL
2001-06-28,0.5,35.2,25.8,KURNOOL
2001-06-29,2.8,34.6,25.6,KURNOOL
2001-06-30,0.0,34.2,25.5,KURNOOL
2001-07-01,0.0,35.0,25.0,KURNOOL
2001-07-02,0.0,36.2,24.8,KURNOOL
2001-07-03,0.0,36.0,25.2,KURNOOL
2001-07-04,0.3,34.6,25.2,KURNOOL
2001-07-05,0.2,34.4,25.3,KURNOOL
2001-07-06,0.9,33.4,25.7,KURNOOL
2001-07-07,2.9,33.3,25.6,KURNOOL
2001-07-08,1.4,32.1,24.9,KURNOOL
2001-07-09,0.0,31.8,25.3,KURNOOL
2001-07-10,0.0,33.7,25.5,KURNOOL
2001-07-11,0.0,33.0,24.9,KURNOOL
2001-07-12,0.0,34.6,24.6,KURNOOL
2001-07-13,0.0,33.7,24.4,KURNOOL
2001-07-14,0.0,35.7,24.1,KURNOOL
2001-07-15,0.4,34.2,25.1,KURNOOL
2001-07-16,0.0,32.5,25.6,KURNOOL
2001-07-17,1.3,33.8,25.2,KURNOOL
2001-07-18,0.3,35.1,24.8,KURNOOL
2001-07-19,0.0,33.9,25.6,KURNOOL
2001-07-20,0.0,34.2,25.4,KURNOOL
2001-07-21,0.0,34.3,24.8,KURNOOL
2001-07-22,0.0,34.7,25.2,KURNOOL
2001-07-23,0.1,34.0,25.2,KURNOOL
2001-07-24,0.7,34.5,25.4,KURNOOL
2001-07-25,3.8,34.9,24.9,KURNOOL
2001-07-26,2.3,33.3,24.7,KURNOOL
2001-07-27,1.3,33.5,26.1,KURNOOL
2001-07-28,11.3,34.3,25.0,KURNOOL
2001-07-29,1.6,32.8,24.5,KURNOOL
2001-07-30,1.5,33.9,25.2,KURNOOL
2001-07-31,4.9,33.9,24.8,KURNOOL
2001-08-01,17.3,32.9,24.4,KURNOOL
2001-08-02,8.4,29.8,23.7,KURNOOL
2001-08-03,24.4,24.5,23.2,KURNOOL
2001-08-04,10.4,25.3,22.6,KURNOOL
2001-08-05,0.4,30.3,23.0,KURNOOL
2001-08-06,0.1,30.6,23.5,KURNOOL
2001-08-07,0.9,30.6,23.8,KURNOOL
2001-08-08,3.4,30.4,24.1,KURNOOL
2001-08-09,0.0,29.8,24.4,KURNOOL
2001-08-10,7.6,31.0,24.3,KURNOOL
2001-08-11,5.7,31.1,23.4,KURNOOL
2001-08-12,0.4,31.0,24.1,KURNOOL
2001-08-13,1.2,30.7,23.8,KURNOOL
2001-08-14,0.2,29.0,23.9,KURNOOL
2001-08-15,3.1,31.4,22.9,KURNOOL
2001-08-16,0.1,31.0,24.0,KURNOOL
2001-08-17,0.0,31.4,24.6,KURNOOL
2001-08-18,1.2,31.3,24.3,KURNOOL
2001-08-19,0.0,31.0,24.1,KURNOOL
2001-08-20,0.4,29.0,23.9,KURNOOL
2001-08-21,0.5,30.3,24.0,KURNOOL
2001-08-22,0.0,31.8,23.9,KURNOOL
2001-08-23,0.9,32.0,24.4,KURNOOL
2001-08-24,0.0,32.8,24.8,KURNOOL
2001-08-25,3.3,32.7,25.0,KURNOOL
2001-08-26,0.5,32.5,25.3,KURNOOL
2001-08-27,0.0,33.1,25.0,KURNOOL
2001-08-28,0.0,32.3,24.3,KURNOOL
2001-08-29,0.0,32.6,24.3,KURNOOL
2001-08-30,0.2,32.6,23.9,KURNOOL
2001-08-31,0.0,32.5,24.2,KURNOOL
2001-09-01,0.0,33.8,24.8,KURNOOL
2001-09-02,0.0,32.7,25.7,KURNOOL
2001-09-03,0.2,34.2,25.8,KURNOOL
2001-09-04,1.9,34.6,26.6,KURNOOL
2001-09-05,0.0,33.8,25.7,KURNOOL
2001-09-06,0.0,33.1,25.2,KURNOOL
2001-09-07,0.0,34.0,25.2,KURNOOL
2001-09-08,0.0,34.6,26.5,KURNOOL
2001-09-09,1.2,34.4,26.3,KURNOOL
2001-09-10,6.9,33.4,23.9,KURNOOL
2001-09-11,3.2,31.8,24.2,KURNOOL
2001-09-12,1.0,33.7,24.5,KURNOOL
2001-09-13,0.9,34.1,24.4,KURNOOL
2001-09-14,2.5,34.5,24.5,KURNOOL
2001-09-15,3.0,32.4,23.7,KURNOOL
2001-09-16,14.0,33.7,24.2,KURNOOL
2001-09-17,3.8,30.9,24.4,KURNOOL
2001-09-18,6.5,32.4,23.7,KURNOOL
2001-09-19,10.7,31.8,23.1,KURNOOL
2001-09-20,2.5,31.1,23.6,KURNOOL
2001-09-21,6.3,31.4,23.9,KURNOOL
2001-09-22,11.8,31.6,23.2,KURNOOL
2001-09-23,4.8,31.1,23.2,KURNOOL
2001-09-24,4.0,32.2,23.5,KURNOOL
2001-09-25,11.8,31.7,23.6,KURNOOL
2001-09-26,22.4,29.5,23.3,KURNOOL
2001-09-27,24.9,28.3,23.3,KURNOOL
2001-09-28,6.5,29.7,22.8,KURNOOL
2001-09-29,22.3,25.5,22.7,KURNOOL
2001-09-30,17.5,25.4,22.6,KURNOOL
2001-10-01,0.6,30.8,23.1,KURNOOL
2001-10-02,0.0,29.2,23.8,KURNOOL
2001-10-03,0.0,30.0,24.2,KURNOOL
2001-10-04,3.2,30.5,23.8,KURNOOL
2001-10-05,10.9,30.6,23.6,KURNOOL
2001-10-06,24.7,25.5,23.1,KURNOOL
2001-10-07,29.9,26.9,23.1,KURNOOL
2001-10-08,3.3,29.4,23.3,KURNOOL
2001-10-09,7.3,29.9,23.5,KURNOOL
2001-10-10,1.0,30.4,22.7,KURNOOL
2001-10-11,6.2,29.7,23.6,KURNOOL
2001-10-12,6.6,30.0,22.7,KURNOOL
2001-10-13,11.7,28.9,23.0,KURNOOL
2001-10-14,0.1,30.2,22.7,KURNOOL
2001-10-15,0.3,30.9,22.8,KURNOOL
2001-10-16,19.0,28.8,23.5,KURNOOL
2001-10-17,10.5,28.8,23.3,KURNOOL
2001-10-18,0.2,28.8,23.1,KURNOOL
2001-10-19,3.2,29.9,22.5,KURNOOL
2001-10-20,0.1,30.3,22.1,KURNOOL
2001-10-21,0.4,30.8,22.6,KURNOOL
2001-10-22,0.0,30.7,19.2,KURNOOL
2001-10-23,0.0,30.5,18.2,KURNOOL
2001-10-24,0.1,29.4,21.0,KURNOOL
2001-10-25,0.5,29.7,23.2,KURNOOL
2001-10-26,0.0,30.3,20.4,KURNOOL
2001-10-27,0.0,30.4,19.6,KURNOOL
2001-10-28,0.0,30.8,19.2,KURNOOL
2001-10-29,0.0,31.2,18.7,KURNOOL
2001-10-30,0.0,30.9,18.0,KURNOOL
2001-10-31,0.0,30.7,20.5,KURNOOL
2001-11-01,0.0,31.5,20.9,KURNOOL
2001-11-02,0.0,31.0,21.0,KURNOOL
2001-11-03,0.0,30.4,20.2,KURNOOL
2001-11-04,0.0,31.4,20.6,KURNOOL
2001-11-05,2.7,30.4,22.1,KURNOOL
2001-11-06,6.3,28.1,23.3,KURNOOL
2001-11-07,8.3,27.7,22.6,KURNOOL
2001-11-08,0.6,30.3,20.9,KURNOOL
2001-11-09,0.0,30.9,21.3,KURNOOL
2001-11-10,0.0,32.1,22.0,KURNOOL
2001-11-11,0.0,30.6,22.0,KURNOOL
2001-11-12,0.0,29.6,20.7,KURNOOL
2001-11-13,0.0,30.2,20.0,KURNOOL
2001-11-14,0.0,30.7,20.3,KURNOOL
2001-11-15,3.5,30.2,21.2,KURNOOL
2001-11-16,0.4,29.6,23.1,KURNOOL
2001-11-17,1.1,29.8,21.7,KURNOOL
2001-11-18,0.0,30.3,21.4,KURNOOL
2001-11-19,0.0,30.8,21.7,KURNOOL
2001-11-20,0.0,31.2,21.7,KURNOOL
2001-11-21,0.0,30.8,20.2,KURNOOL
2001-11-22,0.0,30.9,19.6,KURNOOL
2001-11-23,0.0,30.0,21.6,KURNOOL
2001-11-24,0.1,29.7,20.2,KURNOOL
2001-11-25,0.0,30.0,19.9,KURNOOL
2001-11-26,0.0,30.0,20.9,KURNOOL
2001-11-27,0.0,28.9,19.4,KURNOOL
2001-11-28,0.3,28.6,20.4,KURNOOL
2001-11-29,0.0,30.5,20.4,KURNOOL
2001-11-30,0.4,28.4,16.1,KURNOOL
2001-12-01,0.0,28.1,22.3,KURNOOL
2001-12-02,0.0,30.2,19.1,KURNOOL
2001-12-03,0.0,30.5,18.8,KURNOOL
2001-12-04,0.0,30.5,16.8,KURNOOL
2001-12-05,0.0,30.6,16.8,KURNOOL
2001-12-06,0.0,30.9,17.9,KURNOOL
2001-12-07,0.0,30.3,18.2,KURNOOL
2001-12-08,0.0,29.9,16.8,KURNOOL
2001-12-09,0.0,30.6,17.2,KURNOOL
2001-12-10,0.0,30.8,16.5,KURNOOL
2001-12-11,0.0,30.8,16.2,KURNOOL
2001-12-12,0.0,31.6,17.8,KURNOOL
2001-12-13,0.0,31.6,18.6,KURNOOL
2001-12-14,0.0,30.8,19.5,KURNOOL
2001-12-15,0.0,30.0,19.2,KURNOOL
2001-12-16,0.0,30.3,18.7,KURNOOL
2001-12-17,0.0,31.2,18.2,KURNOOL
2001-12-18,0.0,31.0,18.2,KURNOOL
2001-12-19,0.0,30.2,18.0,KURNOOL
2001-12-20,0.0,29.2,17.1,KURNOOL
2001-12-21,0.0,29.2,19.3,KURNOOL
2001-12-22,0.5,28.7,20.7,KURNOOL
2001-12-23,0.4,27.6,20.4,KURNOOL
2001-12-24,0.0,29.4,18.8,KURNOOL
2001-12-25,0.0,30.1,19.3,KURNOOL
2001-12-26,0.0,29.3,20.4,KURNOOL
2001-12-27,0.0,29.8,18.9,KURNOOL
2001-12-28,0.0,29.9,18.1,KURNOOL
2001-12-29,0.0,29.7,18.1,KURNOOL
2001-12-30,0.0,28.8,18.4,KURNOOL
2001-12-31,0.0,29.3,18.5,KURNOOL
2002-01-01,0.0,29.6,17.8,KURNOOL
2002-01-02,0.0,29.0,16.4,KURNOOL
2002-01-03,0.0,28.5,15.8,KURNOOL
2002-01-04,0.0,29.0,16.9,KURNOOL
2002-01-05,0.7,28.1,18.6,KURNOOL
2002-01-06,0.7,27.9,21.6,KURNOOL
2002-01-07,1.3,27.1,21.3,KURNOOL
2002-01-08,1.5,26.9,20.6,KURNOOL
2002-01-09,0.0,28.4,20.4,KURNOOL
2002-01-10,0.0,29.5,18.7,KURNOOL
2002-01-11,0.0,29.4,17.7,KURNOOL
2002-01-12,0.0,29.5,16.8,KURNOOL
2002-01-13,0.0,30.6,17.0,KURNOOL
2002-01-14,0.0,30.7,15.5,KURNOOL
2002-01-15,0.0,30.9,16.5,KURNOOL
2002-01-16,0.0,31.9,15.5,KURNOOL
2002-01-17,0.0,31.2,16.8,KURNOOL
2002-01-18,0.0,30.7,17.4,KURNOOL
2002-01-19,0.0,30.7,18.9,KURNOOL
2002-01-20,0.0,31.6,19.6,KURNOOL
2002-01-21,0.0,31.2,21.1,KURNOOL
2002-01-22,0.0,32.1,23.1,KURNOOL
2002-01-23,0.0,33.3,22.4,KURNOOL
2002-01-24,0.0,34.6,22.0,KURNOOL
2002-01-25,0.0,34.7,19.4,KURNOOL
2002-01-26,0.0,33.9,18.9,KURNOOL
2002-01-27,0.0,33.5,21.0,KURNOOL
2002-01-28,0.0,32.1,19.3,KURNOOL
2002-01-29,0.8,30.6,19.9,KURNOOL
2002-01-30,0.0,31.0,21.0,KURNOOL
2002-01-31,0.0,31.6,19.5,KURNOOL
2002-02-01,0.0,31.7,21.3,KURNOOL
2002-02-02,0.0,30.9,20.4,KURNOOL
2002-02-03,0.0,30.9,20.5,KURNOOL
2002-02-04,0.0,31.6,20.0,KURNOOL
2002-02-05,0.0,31.9,19.9,KURNOOL
2002-02-06,0.0,32.7,20.3,KURNOOL
2002-02-07,0.0,32.3,20.5,KURNOOL
2002-02-08,0.9,30.0,21.7,KURNOOL
2002-02-09,0.0,29.8,21.8,KURNOOL
2002-02-10,0.0,31.2,18.7,KURNOOL
2002-02-11,0.0,31.3,18.8,KURNOOL
2002-02-12,0.0,32.3,21.0,KURNOOL
2002-02-13,0.0,32.8,18.6,KURNOOL
2002-02-14,0.0,33.2,18.5,KURNOOL
2002-02-15,0.0,34.1,20.2,KURNOOL
2002-02-16,0.0,34.4,21.0,KURNOOL
2002-02-17,0.0,34.3,21.7,KURNOOL
2002-02-18,0.0,34.2,20.9,KURNOOL
2002-02-19,0.0,34.2,18.0,KURNOOL
2002-02-20,0.0,34.7,18.8,KURNOOL
2002-02-21,0.0,35.1,20.0,KURNOOL
2002-02-22,0.0,35.2,19.8,KURNOOL
2002-02-23,0.0,35.2,19.0,KURNOOL
2002-02-24,0.0,35.8,20.0,KURNOOL
2002-02-25,0.0,36.2,20.6,KURNOOL
2002-02-26,0.0,35.9,19.2,KURNOOL
2002-02-27,0.0,35.8,20.0,KURNOOL
2002-02-28,0.0,36.4,20.6,KURNOOL
2002-03-01,0.0,36.9,21.9,KURNOOL
2002-03-02,0.0,36.6,21.7,KURNOOL
2002-03-03,0.0,36.4,22.2,KURNOOL
2002-03-04,0.0,36.9,22.8,KURNOOL
2002-03-05,0.0,37.3,23.5,KURNOOL
2002-03-06,0.0,37.0,23.4,KURNOOL
2002-03-07,0.0,36.2,24.9,KURNOOL
2002-03-08,0.0,36.5,24.1,KURNOOL
2002-03-09,0.0,35.3,23.4,KURNOOL
2002-03-10,0.0,36.3,22.5,KURNOOL
2002-03-11,0.0,37.4,23.7,KURNOOL
2002-03-12,0.0,38.2,23.7,KURNOOL
2002-03-13,0.0,37.4,24.1,KURNOOL
2002-03-14,0.0,36.9,23.3,KURNOOL
2002-03-15,0.0,35.4,21.8,KURNOOL
2002-03-16,0.0,36.2,21.8,KURNOOL
2002-03-17,0.0,36.3,23.6,KURNOOL
2002-03-18,0.0,37.2,24.3,KURNOOL
2002-03-19,0.0,37.1,22.5,KURNOOL
2002-03-20,0.0,37.2,22.2,KURNOOL
2002-03-21,0.0,37.5,21.7,KURNOOL
2002-03-22,0.0,36.9,22.6,KURNOOL
2002-03-23,0.0,37.7,24.8,KURNOOL
2002-03-24,0.0,38.5,23.3,KURNOOL
2002-03-25,0.0,38.9,25.1,KURNOOL
2002-03-26,0.0,38.8,25.3,KURNOOL
2002-03-27,0.0,38.0,26.9,KURNOOL
2002-03-28,0.0,37.9,26.3,KURNOOL
2002-03-29,0.0,38.7,25.8,KURNOOL
2002-03-30,0.0,38.4,26.2,KURNOOL
2002-03-31,1.3,36.6,26.1,KURNOOL
2002-04-01,0.0,38.2,26.4,KURNOOL
2002-04-02,0.0,38.3,26.9,KURNOOL
2002-04-03,0.0,38.7,25.9,KURNOOL
2002-04-04,0.0,38.9,26.1,KURNOOL
2002-04-05,1.2,38.0,27.0,KURNOOL
2002-04-06,1.0,37.6,26.0,KURNOOL
2002-04-07,0.0,37.7,24.9,KURNOOL
2002-04-08,0.0,37.9,24.4,KURNOOL
2002-04-09,0.0,38.3,24.6,KURNOOL
2002-04-10,0.0,38.3,25.6,KURNOOL
2002-04-11,0.0,38.3,25.6,KURNOOL
2002-04-12,0.0,37.7,26.5,KURNOOL
2002-04-13,0.0,38.0,26.6,KURNOOL
2002-04-14,0.0,38.4,26.4,KURNOOL
2002-04-15,0.0,38.8,27.2,KURNOOL
2002-04-16,0.0,39.0,26.8,KURNOOL
2002-04-17,0.0,39.7,27.2,KURNOOL
2002-04-18,0.0,40.6,27.5,KURNOOL
2002-04-19,0.0,40.6,27.2,KURNOOL
2002-04-20,0.0,39.9,26.9,KURNOOL
2002-04-21,0.0,39.2,27.1,KURNOOL
2002-04-22,0.0,38.8,27.7,KURNOOL
2002-04-23,0.0,39.6,28.0,KURNOOL
2002-04-24,0.0,39.9,28.4,KURNOOL
2002-04-25,0.0,39.1,28.6,KURNOOL
2002-04-26,0.0,40.1,28.0,KURNOOL
2002-04-27,0.0,40.4,28.3,KURNOOL
2002-04-28,0.2,40.4,27.4,KURNOOL
2002-04-29,0.0,40.7,28.4,KURNOOL
2002-04-30,0.2,40.6,29.1,KURNOOL
2002-05-01,0.0,40.6,28.8,KURNOOL
2002-05-02,0.0,40.5,26.2,KURNOOL
2002-05-03,0.0,39.7,25.8,KURNOOL
2002-05-04,0.0,39.8,26.3,KURNOOL
2002-05-05,0.0,38.6,29.3,KURNOOL
2002-05-06,0.0,38.5,28.6,KURNOOL
2002-05-07,0.1,40.0,28.2,KURNOOL
2002-05-08,2.7,39.2,27.7,KURNOOL
2002-05-09,1.0,39.7,29.1,KURNOOL
2002-05-10,0.5,40.5,29.5,KURNOOL
2002-05-11,0.0,39.5,29.6,KURNOOL
2002-05-12,0.0,39.9,29.0,KURNOOL
2002-05-13,0.0,40.0,28.9,KURNOOL
2002-05-14,0.9,40.0,29.2,KURNOOL
2002-05-15,0.2,37.8,28.6,KURNOOL
2002-05-16,2.0,37.3,26.4,KURNOOL
2002-05-17,0.5,36.0,28.1,KURNOOL
2002-05-18,0.0,37.7,27.2,KURNOOL
2002-05-19,0.0,36.8,26.8,KURNOOL
2002-05-20,0.0,38.2,26.6,KURNOOL
2002-05-21,0.0,38.3,26.3,KURNOOL
2002-05-22,0.0,38.1,27.1,KURNOOL
2002-05-23,0.0,39.5,27.1,KURNOOL
2002-05-24,0.0,39.4,28.1,KURNOOL
2002-05-25,15.8,38.0,26.2,KURNOOL
2002-05-26,0.0,35.8,26.5,KURNOOL
2002-05-27,0.0,36.5,27.3,KURNOOL
2002-05-28,0.0,36.5,27.4,KURNOOL
2002-05-29,0.0,37.3,27.3,KURNOOL
2002-05-30,6.4,38.2,26.0,KURNOOL
2002-05-31,0.7,34.2,26.1,KURNOOL
